Dataset,Label Name,Label Family,Description,Model Task Type,Target Condition,Applicability Rule,Availability Date Column,Status Column,Data-End Censoring Column,Unavailable Reason Column,Ambiguity Semantics,Horizon Count Semantics,ML Input Allowed,Legacy Alias Of
trade_opportunity,MFE_R_30_FULL_BAR_DIAGNOSTIC,FORWARD_PATH,MFE_R over 30 entry-inclusive sessions,REGRESSION,,ENTRY_FILLED == TRUE AND ENTRY_RISK_VALID == TRUE,FWD_30_AVAILABLE_DATE,FWD_30_STATUS,FWD_30_DATA_END_CENSORED,FWD_30_UNAVAILABLE_REASON,ENTRY_BAR_MAY_BE_AMBIGUOUS,ENTRY_INCLUSIVE_N_SESSIONS,False,
trade_opportunity,MFE_R_45_CONSERVATIVE,FORWARD_PATH,MFE_R over 45 entry-inclusive sessions,REGRESSION,,ENTRY_FILLED == TRUE AND ENTRY_RISK_VALID == TRUE,FWD_45_AVAILABLE_DATE,FWD_45_STATUS,FWD_45_DATA_END_CENSORED,FWD_45_UNAVAILABLE_REASON,CONSERVATIVE_POST_ENTRY,ENTRY_INCLUSIVE_N_SESSIONS,False,
trade_opportunity,MFE_R_45_FULL_BAR_DIAGNOSTIC,FORWARD_PATH,MFE_R over 45 entry-inclusive sessions,REGRESSION,,ENTRY_FILLED == TRUE AND ENTRY_RISK_VALID == TRUE,FWD_45_AVAILABLE_DATE,FWD_45_STATUS,FWD_45_DATA_END_CENSORED,FWD_45_UNAVAILABLE_REASON,ENTRY_BAR_MAY_BE_AMBIGUOUS,ENTRY_INCLUSIVE_N_SESSIONS,False,
trade_opportunity,MFE_R_63_CONSERVATIVE,FORWARD_PATH,MFE_R over 63 entry-inclusive sessions,REGRESSION,,ENTRY_FILLED == TRUE AND ENTRY_RISK_VALID == TRUE,FWD_63_AVAILABLE_DATE,FWD_63_STATUS,FWD_63_DATA_END_CENSORED,FWD_63_UNAVAILABLE_REASON,CONSERVATIVE_POST_ENTRY,ENTRY_INCLUSIVE_N_SESSIONS,False,
trade_opportunity,MFE_R_63_FULL_BAR_DIAGNOSTIC,FORWARD_PATH,MFE_R over 63 entry-inclusive sessions,REGRESSION,,ENTRY_FILLED == TRUE AND ENTRY_RISK_VALID == TRUE,FWD_63_AVAILABLE_DATE,FWD_63_STATUS,FWD_63_DATA_END_CENSORED,FWD_63_UNAVAILABLE_REASON,ENTRY_BAR_MAY_BE_AMBIGUOUS,ENTRY_INCLUSIVE_N_SESSIONS,False,
trade_opportunity,STOP_BEFORE_T1_63,STOP_CLASSIFICATION,Whether stop resolved before T1 within 63 entry-inclusive sessions,BINARY_CLASSIFICATION,,ENTRY_FILLED == TRUE AND ENTRY_RISK_VALID == TRUE,T1_LABEL_AVAILABLE_DATE,T1_STATUS,T1_DATA_END_CENSORED,T1_UNAVAILABLE_REASON,CONSERVATIVE_STOP_FIRST,ENTRY_INCLUSIVE_SESSION_COUNT,False,
trade_opportunity,STOP_BEFORE_T2_63,STOP_CLASSIFICATION,Whether stop resolved before T2 within 63 entry-inclusive sessions,BINARY_CLASSIFICATION,,ENTRY_FILLED == TRUE AND ENTRY_RISK_VALID == TRUE,T2_LABEL_AVAILABLE_DATE,T2_STATUS,T2_DATA_END_CENSORED,T2_UNAVAILABLE_REASON,CONSERVATIVE_STOP_FIRST,ENTRY_INCLUSIVE_SESSION_COUNT,False,
trade_opportunity,T1_BEFORE_STOP_63,TARGET_CLASSIFICATION,Whether T1 resolved before stop within 63 entry-inclusive sessions,BINARY_CLASSIFICATION,,ENTRY_FILLED == TRUE AND ENTRY_RISK_VALID == TRUE,T1_LABEL_AVAILABLE_DATE,T1_STATUS,T1_DATA_END_CENSORED,T1_UNAVAILABLE_REASON,CONSERVATIVE_STOP_FIRST,ENTRY_INCLUSIVE_SESSION_COUNT,False,
trade_opportunity,T2_BEFORE_STOP_63,TARGET_CLASSIFICATION,Whether T2 resolved before stop within 63 entry-inclusive sessions,BINARY_CLASSIFICATION,,ENTRY_FILLED == TRUE AND ENTRY_RISK_VALID == TRUE,T2_LABEL_AVAILABLE_DATE,T2_STATUS,T2_DATA_END_CENSORED,T2_UNAVAILABLE_REASON,CONSERVATIVE_STOP_FIRST,ENTRY_INCLUSIVE_SESSION_COUNT,False,
trade_opportunity,TIME_TO_T1_SESSIONS,TARGET_TIME,Sessions to T1; the numeric regression target is defined only for successful target hits. Underlying unresolved outcomes are censored and definitive target failures are NOT_APPLICABLE.,CONDITIONAL_REGRESSION,T1_BEFORE_STOP_63 == TRUE,T1_BEFORE_STOP_63 == TRUE OR T1_DATA_END_CENSORED == TRUE,TIME_TO_T1_AVAILABLE_DATE,TIME_TO_T1_STATUS,TIME_TO_T1_DATA_END_CENSORED,TIME_TO_T1_UNAVAILABLE_REASON,CONSERVATIVE_STOP_FIRST,ENTRY_INCLUSIVE_SESSION_COUNT,False,
trade_opportunity,TIME_TO_T2_SESSIONS,TARGET_TIME,Sessions to T2; the numeric regression target is defined only for successful target hits. Underlying unresolved outcomes are censored and definitive target failures are NOT_APPLICABLE.,CONDITIONAL_REGRESSION,T2_BEFORE_STOP_63 == TRUE,T2_BEFORE_STOP_63 == TRUE OR T2_DATA_END_CENSORED == TRUE,TIME_TO_T2_AVAILABLE_DATE,TIME_TO_T2_STATUS,TIME_TO_T2_DATA_END_CENSORED,TIME_TO_T2_UNAVAILABLE_REASON,CONSERVATIVE_STOP_FIRST,ENTRY_INCLUSIVE_SESSION_COUNT,False,
