Dataset,Feature Name,Feature Group,Data Type,Source,Formula / Description,As-Of Semantics,Point-In-Time Safe,ML Allowed,Reason if ML Disallowed,Missing Value Meaning,Known Ambiguity,Stage Source
signal_state,R:R T1,RISK_REWARD,float64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,R:R T2,RISK_REWARD,float64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,RS 120D,RELATIVE_STRENGTH,float64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,RS 20D,RELATIVE_STRENGTH,float64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,RS 60D,RELATIVE_STRENGTH,float64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,RS120 Cross-Sectional Percentile,RELATIVE_STRENGTH,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,RS20 Cross-Sectional Percentile,RELATIVE_STRENGTH,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,RS60 Cross-Sectional Percentile,RELATIVE_STRENGTH,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Resistance 1,SETUP_STRUCTURE,float64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Resistance 2,SETUP_STRUCTURE,float64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Setup,SETUP_STRUCTURE,str,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Signal,RULE_ENGINE_DERIVED_FEATURES,str,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock ATR,VOLATILITY,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock ATR %,VOLATILITY,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Average Volume 20,VOLUME,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Breakout High 20,SETUP_STRUCTURE,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Close,STOCK_TREND,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Daily ST,STOCK_TREND,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Daily ST Direction,STOCK_TREND,int64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock High,STOCK_TREND,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Low,STOCK_TREND,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Open,STOCK_TREND,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Range / ATR,VOLATILITY,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Realized Volatility 10D %,VOLATILITY,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Realized Volatility 20D %,VOLATILITY,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Recent High 20,STOCK_TREND,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Relative Volume 20D,VOLUME,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Relative Volume 5D,VOLUME,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Return 10D %,MOMENTUM,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Return 1D %,MOMENTUM,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Return 20D %,MOMENTUM,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Return 5D %,MOMENTUM,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Return 60D %,MOMENTUM,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock SMA20,STOCK_TREND,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock SMA200,STOCK_TREND,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock SMA50,STOCK_TREND,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Same-Day Gap %,VOLATILITY,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,Daily OHLC only,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Swing Low 10,SETUP_STRUCTURE,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Volume,VOLUME,int64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Weekly ST,STOCK_TREND,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stock Weekly ST Direction,STOCK_TREND,int64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stop Distance ATR,VOLATILITY,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Stop Loss,RISK_REWARD,float64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Support,SETUP_STRUCTURE,float64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Support Type,SETUP_STRUCTURE,str,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,T1 Distance ATR,VOLATILITY,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,T2 Distance ATR,VOLATILITY,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Target 1,RISK_REWARD,float64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Target 2,RISK_REWARD,float64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Technical Score,RULE_ENGINE_DERIVED_FEATURES,int64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Trade Quality,RULE_ENGINE_DERIVED_FEATURES,str,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Trend Structure,SETUP_STRUCTURE,str,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Volume Ratio,VOLUME,float64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Weekly RSI,MOMENTUM,float64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
signal_state,Weekly ST,STOCK_TREND,str,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,20 DMA,STOCK_TREND,float64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,200 DMA,STOCK_TREND,float64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,50 DMA,STOCK_TREND,float64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,ADX,MOMENTUM,float64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,Actionability Score,RULE_ENGINE_DERIVED_FEATURES,int64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,Daily RSI,MOMENTUM,float64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,Daily ST,STOCK_TREND,str,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,Distance 20DMA %,STOCK_TREND,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,Distance 50DMA %,STOCK_TREND,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,Distance To Support %,SETUP_STRUCTURE,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,Distance To T1 %,RISK_REWARD,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,Distance To T2 %,RISK_REWARD,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,Entry High,RISK_REWARD,float64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,Entry Low,RISK_REWARD,float64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,Initial Risk %,RISK_REWARD,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,Market Regime,MARKET_CONTEXT,str,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,Market Score,MARKET_CONTEXT,int64,Frozen Stage 2.2.2 candidate,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,NIFTY ADX,MARKET_CONTEXT,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,NIFTY ATR %,MARKET_CONTEXT,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,NIFTY Close,MARKET_CONTEXT,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,NIFTY Daily RSI,MARKET_CONTEXT,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,NIFTY Daily ST,MARKET_CONTEXT,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,NIFTY Daily ST Direction,MARKET_CONTEXT,int64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,NIFTY Distance SMA20 %,MARKET_CONTEXT,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,NIFTY Distance SMA200 %,MARKET_CONTEXT,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,NIFTY Distance SMA50 %,MARKET_CONTEXT,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,NIFTY Drawdown From 252D High %,MARKET_CONTEXT,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,NIFTY Feature Source Date,MARKET_CONTEXT,datetime64[us],Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,False,RAW CALENDAR OR SOURCE-LINEAGE DATE; AUDIT METADATA ONLY,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,NIFTY Market Score,MARKET_CONTEXT,int64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,NIFTY Regime,MARKET_CONTEXT,str,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,NIFTY Return 20D %,MARKET_CONTEXT,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,NIFTY Return 5D %,MARKET_CONTEXT,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,NIFTY Return 60D %,MARKET_CONTEXT,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,NIFTY Rolling Volatility 20D %,MARKET_CONTEXT,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,NIFTY SMA20,MARKET_CONTEXT,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
trade_opportunity,NIFTY SMA200,MARKET_CONTEXT,float64,Frozen OHLC / exact Stage 2.1 engine,Point-in-time value known at the completed signal-session close,SIGNAL SESSION CLOSE,True,True,,Insufficient prior history or no legitimate frozen trade level,,Stage 2.1 / Stage 2.2.2 Final / Stage 3 deterministic rolling enrichment
